Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT019,500.3727
FDE24,OUT019,581.8401
FDK50,OUT049,2745.7817
FDG31,OUT045,1043.2872
FDC60,OUT045,1320.5345
FDL36,OUT013,1433.4073
FDP21,OUT013,3050.2256
FDW16,OUT045,1396.8969
FDX02,OUT017,4168.8906
FDQ58,OUT027,3671.0957
FDT51,OUT046,1735.5685
FDD59,OUT049,1356.5364
NCM42,OUT018,1418.9696
FDA57,OUT018,596.06384
FDZ48,OUT035,1963.106
FDE46,OUT045,2373.704
NCZ30,OUT019,666.22943
FDB56,OUT017,3212.2336
FDA25,OUT027,2616.3306
FDD20,OUT013,2027.6351
FDL25,OUT013,1456.6948
NCO18,OUT049,2999.2393
FDJ45,OUT017,645.7296
FDR12,OUT035,2950.1746
NCF19,OUT010,-212.52472
FDK25,OUT046,2598.4666
NCR17,OUT046,1873.5859
FDC52,OUT046,2327.7175
NCA54,OUT017,3157.598
FDR45,OUT010,1303.173
NCM19,OUT049,1930.1409
FDF39,OUT027,5511.011
FDX23,OUT049,1585.9347
FDD58,OUT027,2538.634
FDX28,OUT013,1690.44
NCD31,OUT013,2636.561
FDU57,OUT018,2140.2317
FDI27,OUT046,821.9268
NCM42,OUT046,1720.4911
FDD32,OUT027,2309.5906
FDI34,OUT013,3795.7314
NCM29,OUT049,2097.2996
FDG46,OUT018,1631.9915
DRC01,OUT010,-243.35625
FDB15,OUT027,5959.6187
NCA17,OUT027,3673.125
FDF10,OUT046,2331.186
FDR26,OUT027,4499.0674
FDI02,OUT049,1929.4368
NCM54,OUT010,544.63837
FDF14,OUT013,2335.6592
FDJ33,OUT010,625.2501
FDM20,OUT035,4109.469
FDC03,OUT027,5294.1904
NCX05,OUT046,1869.6271
NCM41,OUT027,2266.9275
NCU29,OUT010,564.3129
FDQ59,OUT017,1387.2703
FDH46,OUT010,341.14297
FDH09,OUT013,934.85187
NCD06,OUT045,786.08844
FDC15,OUT035,2377.0488
DRD37,OUT027,1403.5376
FDT28,OUT027,3663.8296
FDR28,OUT027,4035.7246
FDT38,OUT017,1367.9259
FDV34,OUT027,1940.5507
FDY52,OUT035,1077.3433
FDB34,OUT013,1400.2891
DRL23,OUT018,1394.0592
DRB24,OUT046,2335.1445
FDJ50,OUT046,971.3524
FDQ49,OUT035,2528.431
FDP20,OUT035,2063.8662
FDV19,OUT027,4080.6926
NCR54,OUT045,3106.4402
FDO09,OUT010,1044.7512
FDS57,OUT018,1858.2996
FDN10,OUT049,1930.1409
FDV23,OUT049,2048.4229
FDY28,OUT049,3698.1636
DRG51,OUT013,2634.418
FDD45,OUT019,132.41086
NCL18,OUT027,5382.0835
NCM29,OUT013,2038.1891
FDF17,OUT027,5291.3555
FDE22,OUT017,2895.0342
FDQ22,OUT017,686.98425
FDS01,OUT013,2804.5642
FDW35,OUT027,1110.5217
FDJ33,OUT046,1961.3375
NCF54,OUT035,3124.702
FDE09,OUT013,1740.491
NCE06,OUT045,2631.1582
DRH49,OUT049,1358.2303
FDY43,OUT045,2738.2722
NCT05,OUT017,4176.048
FDZ34,OUT045,3080.4539
FDL38,OUT017,1497.5668
FDZ31,OUT017,3215.5283
FDR14,OUT035,882.6958
NCN54,OUT049,1256.0273
NCC42,OUT027,3475.9502
FDK08,OUT017,1728.7421
FDP59,OUT013,1578.728
FDV22,OUT035,2612.9583
FDD33,OUT035,3756.849
DRE60,OUT027,5809.7427
FDK52,OUT046,3731.4797
FDA02,OUT017,2440.3376
FDM56,OUT049,1726.3318
FDE57,OUT035,2205.2964
FDM32,OUT045,1157.9133
NCQ30,OUT027,3377.3096
FDQ27,OUT027,2663.3518
FDT60,OUT027,3364.7595
FDU43,OUT049,4029.1233
NCO55,OUT035,1738.1547
FDG02,OUT045,3036.8535
FDJ28,OUT013,3012.6277
FDP40,OUT045,1837.1737
FDJ38,OUT045,3101.1033
NCC54,OUT017,4012.2522
NCZ41,OUT046,1950.4811
FDK38,OUT019,601.456
FDU52,OUT013,2323.1091
FDC40,OUT046,1252.0477
NCR30,OUT017,1138.9337
NCN18,OUT017,1939.7302
FDB50,OUT035,1381.9734
FDG04,OUT013,2910.78
FDR26,OUT035,2999.5413
NCT17,OUT018,2632.2532
FDX35,OUT027,6300.055
FDS12,OUT046,1977.8545
NCZ29,OUT027,3400.136
FDB38,OUT010,646.6572
FDP12,OUT013,735.1825
FDP22,OUT046,921.4404
FDS26,OUT018,3262.6792
FDR52,OUT046,3009.373
DRJ13,OUT046,2492.9458
FDU48,OUT027,3453.9363
FDE29,OUT035,995.3983
NCT29,OUT049,2048.4229
DRK37,OUT018,2791.642
FDK55,OUT046,1367.165
FDR07,OUT046,1146.7542
FDO21,OUT027,6036.8066
FDK46,OUT049,4531.8887
FDB12,OUT045,1612.9667
FDT31,OUT027,5120.331
FDJ33,OUT045,1990.2456
FDC26,OUT027,2649.1653
NCQ02,OUT045,2999.2556
FDP08,OUT010,690.8643
FDB11,OUT027,5859.7524
FDV55,OUT013,2310.1628
FDW20,OUT049,1947.9136
NCJ18,OUT019,524.2257
FDC41,OUT018,1035.4218
FDE14,OUT027,2628.8806
FDG35,OUT013,2697.0798
FDF45,OUT035,925.67
FDS19,OUT027,2297.0405
FDS58,OUT019,576.2432
FDA26,OUT017,4137.1963
FDM32,OUT049,1275.9155
FDL45,OUT046,1998.9965
FDZ55,OUT049,2591.5234
FDY37,OUT049,2184.7927
FDO46,OUT046,2910.78
FDQ60,OUT046,1856.2852
FDA19,OUT018,1754.18
FDL15,OUT046,2319.4583
FDM10,OUT018,2869.0447
NCL05,OUT017,659.3705
DRK49,OUT010,-243.804
NCE18,OUT027,6217.2974
FDG40,OUT049,725.9506
DRI59,OUT045,3906.1858
FDK28,OUT035,4429.8096
NCD06,OUT019,-111.40673
FDO11,OUT019,863.85583
FDK27,OUT046,1868.6635
FDT43,OUT027,1636.1069
FDD38,OUT018,1420.2782
FDA16,OUT049,3875.8477
FDL14,OUT027,3676.3796
NCM17,OUT049,738.75653
FDD20,OUT045,2011.3876
FDA40,OUT045,1477.9749
FDL43,OUT045,1310.9098
FDV15,OUT045,1612.9667
FDE52,OUT046,1404.9232
NCL17,OUT010,590.2952
NCJ31,OUT045,3679.371
FDR60,OUT045,1306.9509
NCA18,OUT035,1933.782
FDS21,OUT027,1854.1802
FDW09,OUT035,1412.5055
FDL26,OUT035,2576.1196
FDS47,OUT018,1186.527
FDC39,OUT046,3308.5327
FDT51,OUT035,1820.9998
FDK40,OUT035,4153.6304
NCG19,OUT045,3646.9014
FDZ07,OUT046,994.1035
FDF08,OUT027,2376.1018
FDO04,OUT013,979.944
FDK41,OUT018,1133.6047
FDP15,OUT049,4137.8706
NCD43,OUT018,1431.0803
NCP18,OUT013,2335.1445
FDZ51,OUT046,1521.1117
DRH13,OUT035,1747.9171
FDF38,OUT045,683.3194
NCI43,OUT045,791.8489
FDM38,OUT027,1792.5315
FDS03,OUT013,1116.2241
DRJ47,OUT017,3112.6008
FDT50,OUT010,236.39062
FDV02,OUT046,2781.2185
NCG18,OUT017,1771.9814
FDW52,OUT046,2650.4365
FDS40,OUT035,670.2231
FDN31,OUT017,3312.528
FDA37,OUT045,1990.7604
FDA15,OUT046,3907.8486
FDL39,OUT046,2773.4465
FDJ53,OUT045,1990.2456
FDX22,OUT013,3544.8535
NCZ42,OUT045,3863.7896
FDD56,OUT027,4724.067
FDD40,OUT017,3372.5122
FDS50,OUT013,3771.476
NCN14,OUT013,3014.2239
FDT15,OUT013,2974.0952
NCS18,OUT027,2628.8806
NCO26,OUT010,474.23795
FDF58,OUT018,840.58356
NCB19,OUT013,1361.7526
FDH26,OUT017,2224.0725
DRB24,OUT027,3676.3796
FDA49,OUT018,1179.6422
FDB32,OUT045,1326.599
FDI36,OUT017,3410.2888
NCA17,OUT010,547.77795
FDH22,OUT013,1943.943
NCM26,OUT018,2149.1875
FDT15,OUT027,5017.0723
FDB16,OUT018,1148.631
NCP54,OUT027,3377.3096
FDJ36,OUT013,1682.4579
FDO28,OUT045,1880.5302
FDU09,OUT013,959.31696
FDF29,OUT017,2118.5947
FDY08,OUT013,2052.4558
DRJ59,OUT018,559.666
FDT23,OUT027,2175.3162
FDU15,OUT018,560.57294
FDT47,OUT013,1652.8926
FDI53,OUT019,600.2802
FDR59,OUT018,3288.5232
FDD53,OUT035,674.75183
FDY51,OUT017,3891.211
FDT04,OUT049,746.9544
FDU51,OUT049,2975.8325
FDG14,OUT035,2475.1375
NCU06,OUT045,4386.6016
DRG25,OUT046,3012.6277
DRH49,OUT035,1378.998
FDN15,OUT035,2214.5857
FDL43,OUT018,1089.0425
NCT18,OUT049,3184.0376
NCB31,OUT013,3951.4978
FDK57,OUT035,1933.782
FDY04,OUT019,553.2582
NCP54,OUT046,1982.4795
FDF41,OUT013,3460.4683
FDM01,OUT045,1660.5038
FDW03,OUT045,1582.1355
FDF28,OUT045,2011.3876
FDY37,OUT017,2214.482
FDQ03,OUT017,4071.6274
FDP51,OUT027,3237.832
FDJ40,OUT017,1809.9827
FDC32,OUT049,1446.8342
DRI49,OUT027,2182.9065
NCW54,OUT017,932.1954
FDF09,OUT017,656.3888
FDP45,OUT018,2991.4841
DRJ23,OUT018,2616.3408
FDS59,OUT017,1818.5742
FDY08,OUT046,2052.4558
FDX16,OUT049,2413.5852
FDY16,OUT018,2512.7917
FDK32,OUT035,2627.0085
FDQ22,OUT013,762.69556
NCC31,OUT018,2223.9314
FDG58,OUT049,2426.0168
DRF48,OUT013,2965.991
DRH36,OUT049,1201.3488
NCR30,OUT035,1238.1062
FDB03,OUT019,467.9298
FDZ28,OUT027,3409.4314
FDR35,OUT017,3375.8176
DRD15,OUT027,6034.4443
FDJ33,OUT019,656.93384
FDA56,OUT010,694.382
FDP56,OUT046,843.76013
NCT30,OUT046,871.0611
FDK15,OUT017,1657.7898
FDH44,OUT018,2148.723
FDV01,OUT013,2348.5486
DRG03,OUT017,2430.7456
FDG50,OUT027,2261.6436
FDR16,OUT010,679.6074
FDZ60,OUT046,1622.0901
DRG03,OUT045,2343.9885
FDS56,OUT018,3118.369
FDU33,OUT045,760.6162
DRD27,OUT035,1643.7925
FDW22,OUT046,3801.843
DRA24,OUT045,2680.3005
FDF38,OUT049,733.8457
FDX48,OUT013,2322.713
FDS58,OUT018,2293.3408
FDC32,OUT046,1449.5569
NCQ29,OUT045,3746.4673
DRK39,OUT018,1147.9446
NCS38,OUT017,1945.0271
DRO47,OUT013,1861.0355
DRG27,OUT027,1124.3154
FDC57,OUT027,5493.2075
FDS55,OUT046,2317.844
NCJ06,OUT018,1630.5343
FDO01,OUT019,713.8003
NCM55,OUT045,3106.4402
FDC52,OUT049,2431.14
FDQ15,OUT045,1079.8062
NCT30,OUT027,1562.0958
NCR42,OUT027,1105.0306
FDD28,OUT035,952.7364
FDQ34,OUT049,1671.1437
FDZ12,OUT027,3466.6548
DRE13,OUT019,267.2551
NCN07,OUT019,690.5709
FDM28,OUT035,3141.6582
FDI10,OUT017,3023.4768
FDQ25,OUT013,2611.0166
FDA38,OUT010,1192.0706
DRI13,OUT049,3750.1433
FDY20,OUT027,2376.1018
NCZ53,OUT035,3328.4678
NCM31,OUT013,2305.1997
DRB01,OUT017,3223.1138
DRF37,OUT046,4177.289
NCF42,OUT049,3003.0527
FDF16,OUT018,2156.805
FDB41,OUT013,860.2044
FDR34,OUT013,3971.9934
FDR15,OUT018,2208.1658
NCV42,OUT019,523.31635
FDW51,OUT035,3779.011
FDU36,OUT017,1660.936
FDX60,OUT049,1365.1279
FDY03,OUT035,1954.2123
FDW55,OUT045,3993.1846
FDT01,OUT010,581.55725
FDG58,OUT013,2322.5945
FDK21,OUT017,4285.1484
NCS41,OUT019,516.18866
FDS10,OUT045,3094.3135
NCT53,OUT046,2607.8525
FDJ28,OUT018,2621.8496
FDX44,OUT045,1292.2654
FDT20,OUT018,577.9647
FDO44,OUT017,1738.1547
NCX17,OUT049,3235.1494
FDY01,OUT017,1928.4851
FDJ12,OUT027,5691.847
DRK35,OUT018,593.31104
FDD47,OUT019,488.36063
NCM53,OUT035,1731.3651
FDO45,OUT013,1391.6975
NCM42,OUT010,350.43854
FDE04,OUT046,2942.9639
NCI30,OUT027,5942.672
FDZ19,OUT013,2779.9033
FDW57,OUT013,2797.298
FDA25,OUT013,1833.5936
FDT22,OUT046,985.51196
FDP51,OUT013,1869.6271
FDD48,OUT027,3025.6128
FDY39,OUT035,3383.288
FDO48,OUT010,1333.6481
FDD23,OUT027,5052.35
DRN35,OUT027,1101.7759
FDT01,OUT035,3741.9446
FDC20,OUT010,-95.0128
DRJ35,OUT035,998.74585
FDB32,OUT046,1416.7687
FDL24,OUT046,2809.8481
NCV42,OUT035,1965.512
FDZ46,OUT046,1713.2058
FDC15,OUT013,2240.3743
FDD08,OUT019,-138.90263
FDY50,OUT049,1395.8235
FDD36,OUT013,1873.5859
FDG57,OUT027,1623.5565
FDL21,OUT018,570.2893
FDN16,OUT027,2616.3306
FDJ09,OUT027,1395.9097
FDS01,OUT010,755.95416
FDV33,OUT017,4161.689
DRE12,OUT017,1825.4683
FDR07,OUT013,1146.7542
FDP48,OUT010,828.76746
NCB55,OUT035,923.7302
FDQ08,OUT013,1076.2275
FDR34,OUT035,4399.6055
FDO33,OUT046,1869.6271
FDP13,OUT045,672.92883
FDX12,OUT049,4200.936
NCT06,OUT049,2761.6306
FDR16,OUT019,559.56506
FDE36,OUT046,2701.3293
FDZ36,OUT049,3158.0513
FDV13,OUT045,1351.2283
NCZ17,OUT035,650.6145
FDU56,OUT045,3118.279
FDM09,OUT035,3023.4768
FDV02,OUT017,3111.7585
FDS34,OUT018,1578.0237
FDA11,OUT049,1565.3114
FDP09,OUT017,4029.8682
FDB29,OUT027,3013.0627
FDT19,OUT017,3221.0754
DRH15,OUT017,639.66547
FDY38,OUT046,3293.5696
FDF14,OUT027,3676.3796
FDN48,OUT010,192.06042
FDQ12,OUT013,3875.715
NCJ43,OUT045,2923.6677
FDE17,OUT019,581.8401
FDB05,OUT035,4250.481
FDH10,OUT045,2408.183
NCR06,OUT017,677.1773
FDU32,OUT018,1792.8843
FDD56,OUT049,2995.2808
FDO36,OUT018,2373.105
FDH16,OUT010,192.06042
FDX10,OUT018,533.4041
FDZ37,OUT017,1444.1536
FDU31,OUT010,844.08966
DRC49,OUT049,2155.8792
FDL15,OUT045,2368.7708
FDN32,OUT019,564.5988
DRH59,OUT027,1932.9227
NCU29,OUT049,2439.0815
FDR37,OUT019,553.9151
FDS14,OUT018,2210.752
FDU02,OUT027,5777.3
FDJ08,OUT035,3222.3682
NCZ06,OUT045,3725.7876
FDO31,OUT049,1351.6923
FDH31,OUT018,1386.7793
FDS58,OUT017,2758.6853
NCA53,OUT027,1569.7238
FDF50,OUT046,3133.4119
NCW42,OUT049,3916.2769
NCQ17,OUT045,2367.84
FDK51,OUT018,3305.4448
NCW41,OUT010,634.0303
NCR29,OUT017,932.1954
FDB08,OUT019,563.693
FDA40,OUT027,2254.3774
FDL14,OUT018,2321.1755
FDB47,OUT046,3506.6763
FDO03,OUT035,4299.261
DRK13,OUT019,383.48065
FDX13,OUT010,1841.2286
FDF52,OUT046,3009.373
FDT11,OUT013,2969.2456
FDB08,OUT013,2533.256
FDQ28,OUT018,2219.5483
FDD29,OUT045,4043.5374
NCQ29,OUT027,5840.1475
NCO02,OUT013,1115.7094
FDR56,OUT010,799.7609
NCM54,OUT049,2074.0818
FDP51,OUT035,1942.3735
FDT38,OUT013,1335.8477
FDZ20,OUT018,3310.1804
FDJ53,OUT013,1961.3375
FDX13,OUT049,4303.8843
FDP58,OUT035,3783.2869
NCK31,OUT019,-45.673706
FDA35,OUT018,1718.0642
FDV37,OUT018,2552.9653
NCO07,OUT027,5454.2764
FDA20,OUT045,3080.4539
FDZ59,OUT035,2819.8945
NCY17,OUT017,696.68494
FDQ28,OUT035,2463.1887
FDV35,OUT017,2448.4124
FDQ36,OUT013,735.69727
FDD34,OUT018,2293.3877
FDK51,OUT045,4068.0154
FDV31,OUT035,3018.18
FDR04,OUT035,1689.5198
FDR14,OUT049,899.56366
DRC36,OUT010,743.40393
FDE39,OUT019,624.49097
FDP57,OUT049,1687.5071
FDE57,OUT046,2065.006
NCN18,OUT046,1727.9406
NCQ05,OUT018,2115.8823
FDW47,OUT035,1978.9446
FDV46,OUT035,2174.0505
NCP29,OUT045,949.6375
FDE09,OUT018,1498.8965
NCU06,OUT027,6244.605
FDT19,OUT010,648.2939
DRF15,OUT017,2426.9233
DRI51,OUT013,2556.4045
NCX54,OUT013,1683.162
DRE01,OUT013,3460.4683
NCB07,OUT045,3091.0588
FDU50,OUT035,1881.8467
FDG40,OUT035,666.554
FDW10,OUT018,2430.0376
FDX51,OUT013,3012.6277
NCP17,OUT045,1036.4977
FDP21,OUT035,3366.0657
FDL04,OUT045,1606.1771
FDV23,OUT013,1961.3375
FDF24,OUT046,1380.4009
FDH56,OUT027,3134.787
FDB51,OUT049,921.429
FDI58,OUT027,2538.634
FDR20,OUT013,872.75464
FDC51,OUT018,1758.9613
FDB16,OUT027,2231.2297
FDE40,OUT049,934.865
NCM17,OUT035,677.92004
FDU56,OUT035,3399.441
FDS32,OUT019,690.5709
FDX02,OUT049,3956.677
FDT39,OUT027,3671.4568
FDE35,OUT017,923.58154
NCI42,OUT019,565.9537
DRL23,OUT046,1680.0828
FDA10,OUT046,1891.4664
FDA11,OUT013,1568.034
NCM06,OUT046,2323.1091
NCT05,OUT035,4280.1406
NCQ02,OUT010,692.57623
NCY06,OUT049,2098.6248
FDY56,OUT035,4201.3335
FDL02,OUT035,1768.1757
NCI06,OUT035,3133.0667
FDQ14,OUT045,2335.397
FDQ12,OUT017,4299.261
FDP36,OUT046,871.0611
FDK21,OUT027,6115.449
FDO40,OUT045,2400.8206
NCK54,OUT019,542.93225
FDY09,OUT018,2477.7822
NCW30,OUT049,4392.7197
NCC55,OUT027,1095.6238
FDE58,OUT018,1564.3477
FDR39,OUT013,2939.5017
FDU28,OUT049,3164.5894
FDH08,OUT017,4307.513
FDG35,OUT045,2660.1914
FDG22,OUT049,742.31396
FDC34,OUT035,2466.099
FDP15,OUT018,3183.2322
FDK34,OUT010,1303.173
FDU45,OUT035,1967.6088
FDQ04,OUT027,1108.2936
FDX22,OUT018,3108.973
FDB45,OUT017,1611.0353
NCH43,OUT027,5552.8696
DRE60,OUT046,3395.387
FDD17,OUT027,6204.597
NCM54,OUT017,2114.494
NCH55,OUT013,1998.9965
NCT06,OUT017,2915.4646
FDA48,OUT027,5698.209
FDY58,OUT027,6247.86
FDO25,OUT045,3635.78
FDN50,OUT045,1565.5825
FDH35,OUT035,2849.3333
FDK09,OUT045,3829.2776
FDO16,OUT013,1357.112
FDW11,OUT045,1040.0325
FDU47,OUT027,3513.676
NCQ42,OUT010,486.27274
FDK55,OUT027,2266.9275
FDN08,OUT049,1921.36
FDT57,OUT045,3974.2288
FDJ12,OUT018,3074.0503
DRL59,OUT017,877.5211
NCN53,OUT046,813.9981
FDO51,OUT010,-269.79016
FDK56,OUT017,3206.9368
FDY12,OUT035,872.51215
FDU15,OUT035,666.554
FDQ19,OUT046,3818.9626
DRF15,OUT045,2327.4812
DRE25,OUT019,257.95953
FDK57,OUT018,1580.26
FDD33,OUT010,876.7166
FDR34,OUT027,6218.5137
FDU04,OUT045,1937.3732
FDE35,OUT019,-9.016028
NCD31,OUT035,2889.7502
FDJ56,OUT035,1638.4938
NCU53,OUT046,2572.5747
FDD39,OUT035,4042.3723
NCU17,OUT019,390.2214
FDJ20,OUT046,1891.4664
NCW41,OUT018,2301.7024
FDL52,OUT035,665.0041
FDS39,OUT035,2200.546
DRJ47,OUT045,2897.9214
FDP13,OUT010,-317.9698
DRK39,OUT010,122.33472
FDF28,OUT010,536.8666
FDB09,OUT045,1998.8372
FDM51,OUT046,1606.0519
DRM49,OUT018,595.90857
DRF23,OUT013,2538.0066
DRH01,OUT035,3017.1895
FDH12,OUT027,2616.3306
FDA28,OUT019,656.93384
FDW37,OUT018,1174.3453
FDF02,OUT046,1682.4579
DRL37,OUT046,773.62897
NCF43,OUT046,2052.4558
FDH08,OUT010,1387.288
FDR34,OUT019,838.89105
NCK19,OUT049,3175.446
NCD55,OUT018,575.2118
FDT27,OUT049,3905.5244
FDQ57,OUT045,2362.9954
FDA47,OUT035,2764.2078
DRG15,OUT027,1809.1868
FDE05,OUT018,2006.9865
FDN46,OUT046,1669.116
FDX27,OUT027,2221.9343
FDT51,OUT045,1737.2012
FDU33,OUT013,765.5522
FDJ16,OUT027,1792.5315
FDD20,OUT019,669.4841
FDT36,OUT049,722.696
DRF15,OUT027,3643.9365
FDN52,OUT010,100.72714
FDC22,OUT027,5382.0835
FDX15,OUT045,2558.6218
FDT13,OUT013,3090.793
FDU04,OUT017,2032.4176
FDU31,OUT019,521.8386
FDW59,OUT027,2273.9927
NCO29,OUT046,2641.845
FDL15,OUT035,2455.5278
FDI41,OUT049,2401.4841
FDQ48,OUT049,1646.3927
DRI39,OUT013,934.95087
FDI08,OUT013,3902.8542
FDC21,OUT049,1770.3596
FDF58,OUT035,1058.8602
FDS08,OUT010,700.0222
FDE47,OUT045,2011.3876
NCP18,OUT019,591.1357
NCR41,OUT013,1606.0737
FDA27,OUT013,3406.8809
FDA43,OUT035,3327.9595
FDA49,OUT045,1348.2686
NCE55,OUT018,2507.936
DRM49,OUT027,1428.7443
FDF22,OUT027,5552.8696
FDQ15,OUT018,1106.5753
NCS54,OUT017,3144.0835
NCY05,OUT013,735.1825
FDR45,OUT046,3832.4531
FDK57,OUT049,2048.4229
FDF41,OUT010,1446.676
FDV21,OUT046,1980.9537
FDD51,OUT046,812.6312
FDF33,OUT046,1900.1649
FDA38,OUT046,3862.38
FDR56,OUT045,3106.4402
NCN41,OUT017,2081.7905
FDC60,OUT027,2254.3774
FDB47,OUT045,3678.5889
DRH01,OUT013,2813.6616
FDW08,OUT046,1673.8663
FDF38,OUT027,1095.0757
FDY32,OUT017,2764.7224
FDG34,OUT049,1722.5188
FDG47,OUT019,749.67096
NCF18,OUT035,3191.7678
FDL39,OUT019,452.1595
NCH55,OUT035,2118.5947
DRJ35,OUT049,978.3322
FDS44,OUT035,3891.3047
DRE01,OUT018,3655.0908
FDY39,OUT013,3056.2131
FDY32,OUT018,2233.6694
FDR33,OUT027,2628.8806
NCP50,OUT049,1385.4502
FDZ47,OUT018,1335.3313
FDU57,OUT049,2426.0168
FDY44,OUT013,3021.2192
DRH59,OUT018,1007.82367
FDB03,OUT027,5734.037
FDY46,OUT045,3091.0588
FDM39,OUT045,2859.254
FDY36,OUT035,1268.239
NCM55,OUT035,3321.1196
FDJ50,OUT010,-95.0128
DRL60,OUT013,2335.1445
NCJ54,OUT049,3905.5244
FDX59,OUT017,650.6145
FDI07,OUT013,3047.0989
DRF51,OUT010,-310.03818
FDM14,OUT017,1767.059
FDP21,OUT045,3138.7012
FDE40,OUT035,1095.796
FDE05,OUT035,2464.1892
FDM13,OUT027,3466.6548
FDC34,OUT027,3696.6643
NCI55,OUT018,1764.6167
NCE43,OUT018,2353.8916
FDW58,OUT018,1408.0966
FDG60,OUT045,3678.301
FDV31,OUT017,3018.18
FDR47,OUT013,3042.976
FDM60,OUT019,-99.35023
NCF06,OUT018,3206.419
NCN26,OUT027,3032.678
FDQ59,OUT049,1376.4246
FDF09,OUT046,744.8405
NCS06,OUT017,3789.2417
FDT44,OUT046,1869.6271
FDI19,OUT017,4248.65
FDT22,OUT017,984.1533
NCF54,OUT027,4413.6865
DRG25,OUT045,3101.1033
FDB59,OUT017,3291.6743
FDQ37,OUT017,3118.672
FDP56,OUT035,774.012
FDW44,OUT035,3149.0063
FDJ26,OUT010,722.8569
FDU43,OUT018,3242.068
FDW33,OUT045,1612.9667
NCX53,OUT027,3535.7864
FDN56,OUT010,521.1544
DRF15,OUT049,2381.591
FDO33,OUT017,1942.3735
FDZ39,OUT010,360.23132
NCJ19,OUT017,908.3489
FDU01,OUT035,3502.4612
FDT12,OUT035,4199.268
NCM18,OUT018,820.27094
FDP19,OUT017,2079.471
NCR42,OUT049,725.9506
FDN10,OUT046,1870.3312
FDG44,OUT017,914.28595
FDQ10,OUT046,2809.8481
DRH13,OUT049,1683.6941
FDT52,OUT013,3829.1985
FDM56,OUT045,1750.0035
NCO43,OUT010,315.15585
NCV29,OUT035,3156.0715
NCF06,OUT013,3990.2874
FDO50,OUT035,1461.4186
FDT59,OUT013,3846.369
FDX40,OUT027,1101.7759
FDE50,OUT017,3334.5303
FDX51,OUT017,3375.8176
NCD30,OUT018,1360.5665
FDK15,OUT013,1640.5664
FDL12,OUT045,909.13086
FDK46,OUT017,4330.82
DRH49,OUT010,173.8659
FDQ57,OUT046,2330.394
FDY59,OUT017,1501.9845
FDO09,OUT018,3425.1377
NCG30,OUT035,2072.6812
FDM09,OUT017,2824.645
NCN17,OUT027,2616.3306
NCS42,OUT013,1424.8158
FDD02,OUT019,523.31635
FDE34,OUT013,3009.373
FDU38,OUT045,3065.4055
FDB33,OUT046,2405.638
NCJ29,OUT017,1432.3937
FDZ27,OUT035,819.2749
FDI40,OUT013,1593.5015
FDG22,OUT013,729.0267
FDT51,OUT017,1820.9998
FDF20,OUT018,2669.1995
FDV50,OUT035,2032.2115
FDT02,OUT049,693.50775
DRC49,OUT017,2423.4812
FDF26,OUT049,2417.9175
FDV52,OUT035,2037.1858
FDX59,OUT049,722.696
FDV25,OUT035,4238.2344
FDW23,OUT027,1108.2936
FDE53,OUT018,1409.8679
FDA19,OUT017,2040.2759
FDH22,OUT046,1973.1041
NCO41,OUT013,1675.6257
FDX12,OUT017,4273.7944
FDF17,OUT013,3054.9033
FDS11,OUT045,3885.5364
FDR51,OUT035,2460.5452
FDT49,OUT010,208.43481
FDC56,OUT013,1961.8523
FDR13,OUT027,3025.6128
FDQ60,OUT035,2025.3428
FDN38,OUT049,3939.8066
NCL29,OUT013,2343.5503
FDO13,OUT027,4106.055
FDE26,OUT018,1992.9963
FDA31,OUT010,700.76495
FDX14,OUT035,1215.4833
FDA34,OUT045,2978.2234
FDF26,OUT013,2314.495
FDE38,OUT045,2721.5813
DRI11,OUT046,1836.9895
FDQ60,OUT027,3013.0627
FDL21,OUT027,1090.1532
DRC12,OUT027,5329.888
FDC47,OUT046,3512.3218
FDE57,OUT045,2110.2524
FDT14,OUT045,1957.8026
NCZ53,OUT046,3012.6277
FDE28,OUT018,3503.6184
FDR19,OUT035,2433.6572
NCF54,OUT019,484.6024
FDZ08,OUT046,1359.2589
NCJ05,OUT018,2189.9897
FDF59,OUT046,1977.8545
NCO05,OUT035,1720.6451
FDW24,OUT018,687.80286
NCX42,OUT018,2241.3606
NCA53,OUT035,810.3806
FDI45,OUT019,484.6024
FDG46,OUT046,1873.5859
FDM20,OUT010,1303.173
FDW11,OUT010,-107.563034
FDX08,OUT035,3149.0063
NCK17,OUT035,682.0998
FDK32,OUT018,2051.6355
NCA42,OUT035,2753.9348
DRI01,OUT035,3159.8865
NCL55,OUT049,4281.097
DRE25,OUT018,1287.7611
FDD14,OUT017,3101.6963
FDB10,OUT046,3829.1985
DRN11,OUT035,2445.4167
FDP38,OUT018,678.7015
NCA30,OUT017,3200.147
FDT15,OUT017,3277.2502
NCP55,OUT018,798.2787
FDF12,OUT035,2413.6023
FDM21,OUT018,3558.0635
FDX56,OUT035,4092.7046
FDF10,OUT017,2442.2488
FDT32,OUT045,3091.0588
FDM51,OUT018,1386.7793
NCR50,OUT018,2206.3943
FDI19,OUT049,4048.5715
FDX21,OUT017,1732.0052
FDR31,OUT035,2454.744
FDY02,OUT013,4405.855
NCA29,OUT045,2948.1277
NCX17,OUT046,2807.534
FDM12,OUT045,3118.279
